Feature,MI_Score
component_2,0.36691472455623597
character_count,0.3552124170103945
word_count,0.35510500682563306
component_25,0.35365974581792037
component_38,0.35255867736817703
component_4,0.35125909103800856
component_19,0.35052322391540147
component_12,0.34953827892576084
component_11,0.3493568936058993
component_26,0.34594000183932105
component_6,0.34250776231904667
component_1,0.34202280101475124
entropy,0.34170597739137143
component_17,0.3410471127625794
component_10,0.34067158601932734
component_14,0.33889774355974533
component_35,0.3387791069599281
dominant_topic,0.338458205511286
component_15,0.3348015877887195
component_3,0.3347990862220568
component_21,0.334463997569854
component_22,0.33199079122822506
component_8,0.33122223419073116
component_39,0.33059746454015093
component_7,0.32987923824988274
component_33,0.32919252649866615
component_23,0.3244964340030221
component_29,0.32260508854874215
component_31,0.32108379198944337
component_9,0.32057444091771403
component_13,0.3200178710248307
component_20,0.3186256805449521
component_30,0.31842663514369485
component_27,0.31658697607533925
component_16,0.31632019453363314
component_5,0.31605143042879247
sentiment,0.315566619396644
component_28,0.3133213772939163
component_36,0.3128646282500045
component_32,0.31152102052056385
component_34,0.30870857327400825
component_24,0.30467526616507024
component_37,0.30440807734814235
component_18,0.30327133011804586
component_40,0.3024221833399554
second,0.26156249085233774
day,0.25531074384232033
hour,0.252381868410138
minute,0.2099727839050698
month,0.18089548218160312
