Feature,MI_Score
entropy,0.35842522931902665
component_13,0.3516841002390302
component_21,0.3511829789873455
component_3,0.3510414584078978
component_9,0.348649388497149
component_5,0.34861592319903134
component_26,0.3476491674594173
component_29,0.3475210816805252
component_40,0.34723447027705323
component_35,0.34616220645289764
component_12,0.34596907756173
component_1,0.3458324967147496
component_33,0.3452202983315701
component_39,0.34466317467084506
component_23,0.34413700696769933
component_6,0.3437015828701494
component_38,0.34328909678172914
component_18,0.3429510279553054
component_19,0.34288730028295256
component_22,0.3423681028081661
component_36,0.3420237620388049
component_16,0.3417153494594596
component_20,0.3414230032698047
component_15,0.34099781127941586
component_37,0.3405262853852562
component_2,0.34010773216725043
component_30,0.33963934890698577
component_34,0.33941251334566847
component_27,0.339362172429448
component_11,0.33928850915095876
component_4,0.33836121498159577
component_28,0.3381175471802216
component_8,0.33797545499526827
component_10,0.33746654485836725
character_count,0.33740347979358165
component_14,0.33719919227634676
component_25,0.3371208768614339
component_7,0.33692179209307327
word_count,0.33555593815842766
component_24,0.3354826832381991
component_17,0.33398227889483856
component_32,0.33382590641443
component_31,0.33326013297950174
month,0.3071973443602183
day,0.29820099732908223
hour,0.28521272094529304
sentiment,0.2821395050335216
Dominant_Topic,0.2797135502946506
minute,0.26495606805104166
second,0.2131075917206422
year,0.1855792728361365
