Feature,MI_Score
entropy,0.1663229551490022
character_count,0.1546760482471341
word_count,0.15097151420000032
component_5,0.1498852719184649
component_36,0.14881275345067912
component_10,0.14812905610665128
component_4,0.14708444561866996
component_34,0.1469956789778959
component_7,0.14673653032323464
component_32,0.14668561453890794
component_40,0.14665823693753888
component_9,0.14644389144158554
component_2,0.14643702081408216
component_39,0.14637520929850423
component_31,0.14635399102220803
component_12,0.14631530321857977
component_37,0.14624470178911575
component_18,0.14607678402659685
component_33,0.14602982345626558
component_6,0.1460122957490373
component_27,0.1454781800604419
component_23,0.14535693895627233
component_19,0.14529304066712911
component_1,0.14525437305537303
component_24,0.14513274149538136
component_26,0.1451295213381163
component_11,0.1450942879083359
component_17,0.14495958756481753
component_35,0.14486859624919934
component_13,0.14483754573537766
component_22,0.1447498759184036
component_25,0.1445688927350952
component_14,0.14449243690556846
component_30,0.14447577921963672
component_20,0.14435888592486368
component_29,0.14424481869021233
component_21,0.14419731799906477
component_15,0.14414707798089088
component_38,0.14395473647723733
component_3,0.14342773571465317
component_8,0.14332194402770604
component_28,0.14321775841230866
component_16,0.14318536993862097
day,0.11615469746940787
year,0.11204423399153152
minute,0.11128365580692035
second,0.11103873922762975
month,0.1110364603871059
hour,0.10828989221925056
sentiment,0.05707073448319355
Dominant_Topic,0.05529211671710099
